property_id,x_km,y_km,value_k,distance_to_center_km
103,96.94851310441403,98.43938223674994,279.3752117544733,67.45766549617102
104,26.542249642364645,79.61712860934875,563.7450015629532,37.781481692806146
105,73.06887180473518,90.86033722051813,336.74194059493004,46.92270243834817
106,20.190040542923736,80.36140702218525,631.7536654479235,42.54936802350101
107,21.841921651114593,41.776703987742934,511.350598059141,29.33427983788203
108,77.26449358666349,52.551225996237626,360.7964577672758,27.383596634136527
109,94.52157625467862,70.32497490543817,402.7985878177766,48.94155041585682
110,49.597075439974795,70.18423852713038,487.86061054969133,20.188259784368878
111,31.403129579661503,56.0808728916427,434.2850532171732,19.565801914441842
112,28.230689832129375,0.746930342397778,363.5989604777682,53.84949150996295
113,45.379242503598384,96.9038716018655,361.7156039890662,47.13093008932496
114,64.02806633223153,34.545330804205186,448.21773678656103,20.871833771207957
115,91.89895699150928,5.316000594339698,452.17696295274163,61.255060198006454
116,74.75190889753858,63.817275051699994,325.4423932138716,28.347382311712327
117,87.9560586894266,55.29348658857148,358.72049275526155,38.323405270129406
118,75.88352918965627,60.6684800293347,367.4290617130444,27.995955948102605
119,43.03923741765796,78.85123019971769,467.99170509387613,29.679044791988087
120,95.3453021379346,10.156736945789092,436.6936053610108,60.3629193858914
121,60.702548282038315,91.02805564564117,244.63475170638515,42.40101283921399
122,45.32030299080302,74.32300969612174,530.9335765117751,24.76910100862604
123,67.85976593480103,24.16193655537976,311.5809314709858,31.409819512599878
124,75.34502593737913,57.693509551847065,359.3964766460244,26.486986030705403
125,57.13454260675248,91.29393087097482,310.3755034379152,41.90573260288399
126,48.33496213931991,42.77483919702764,575.831324058815,7.414533006623299
127,91.38837871577363,69.66213314708479,381.58373425224295,45.8213637140362
128,50.79088051028411,73.5628470526165,504.63220099583623,23.57611616035486
129,53.80506303831891,82.63966974507466,406.6187910261183,32.86071432262425
130,93.66418793598638,48.48492860607158,327.490245983214,43.69046520051988
131,96.11488728728908,62.78355955176379,328.8926956904809,47.853967696867805
132,65.18086078725148,54.90832884128998,399.0968939831221,15.954630245046374
133,42.821135506763696,45.63110885743302,528.79961267177,8.403767323519206
134,14.471262495508007,20.26759803062721,414.6945810258976,46.32825180741724
135,9.949524478949556,44.07875203323989,332.27672773331204,40.485821801540865
136,30.438474935042937,40.651346865335846,512.2205024632491,21.68064985878443
137,0.9962742279029602,21.210289216823696,346.5160934436545,56.83495919349134
138,84.81377700897647,3.1863591168951433,308.6526516675,58.33966097230122
139,22.370561430488888,50.143831673714864,514.0007295070126,27.629812942123802
140,15.942488959614687,59.10954999239687,352.8872723019902,35.25475796725806
141,49.20140374685192,92.23570198756995,372.46817530150696,42.24325127589451
142,63.92336476175782,56.286367011525286,407.03981735372696,15.276730556390417
143,4.03407689069637,38.75000367068656,404.69692765460786,47.32260035860223
144,12.739325754774777,0.2220497064125082,441.4764776131013,62.17879204873361
145,95.98115485820765,8.766880435683133,379.6664322266233,61.7611265368413
146,61.0046323149103,25.106981927799442,408.55730126727616,27.216985158706898
147,93.29524524176553,43.18285753881531,219.53861481259906,43.82866290318138
148,21.08822792459073,17.096863887656898,461.8541457014809,43.80076404091363
149,80.03290384782277,86.61997694698256,329.6571438483747,47.36030009543966
150,14.63232119471799,2.4030446993793864,361.10820482296185,59.29875932903547
151,62.088736353331555,59.04576894041034,498.0180421135602,15.098459601682958
152,80.42967920853681,69.44812150781988,423.6006542753661,36.11363740911989
153,16.802044330431798,31.048195214202103,428.0316230891963,38.22662900750742
154,9.119957189816574,56.472053617805464,403.16783882236564,41.389193978551674
155,64.64790398701439,76.71470708925578,425.4946834852476,30.46697664812715
156,47.90430049402198,78.41336775628892,423.90440984398964,28.49054972571564
157,53.80425919682863,17.88968681891553,384.4466892171388,32.334882103140295
158,69.39583464977804,72.8024130541869,329.47392703185454,29.935738555366953
159,84.71118623340945,91.233620755503,150.0,53.898774850075036
160,63.70122527686182,9.369240123794963,357.68728639926996,42.87869193673182
161,83.10113739841695,34.550120930872765,362.88301399664243,36.52922200539635
162,97.37461529080619,87.88576141630737,319.7433983149374,60.66040794492939
163,98.89508467594096,22.61612068496488,293.61364911453256,56.04111126492626
164,39.26930117910601,18.988473452114572,465.8773487446752,32.815585870359506
165,24.177873361174274,91.27966661359773,394.45336500546745,48.69079070914055
166,86.27649168992943,69.73969998874442,345.52934757734624,41.299389886233854
167,33.03682673526964,37.199792881964235,387.65683184108684,21.25075409188757
168,80.62421221481516,94.19076675820833,333.5398578455984,53.764916446102696
169,20.165600620861746,83.63542503215268,413.1437500869443,44.9603514600085
170,17.489232918413265,56.50738651491225,427.1166015781617,33.15563384234488
171,43.38611706832635,81.55535437982518,404.2598839175975,32.24102723968695
172,39.17885233921501,59.173200203185935,625.7809104617604,14.18607904476226
173,8.157375203885165,57.60301592052652,420.00710384568,42.52776858613938
174,95.85659265929863,29.59107535578134,305.0187485106471,50.19313992423901
175,32.41756149019442,60.64646448316871,547.9929915981344,20.554545724546358
176,11.572699093142125,1.7193334941563054,304.11327528250206,61.70640334061529
177,24.693420231655715,73.86493553088212,587.9131299048894,34.784452381268444
178,7.311396706189921,80.46356826263178,369.6580114875038,52.443739783393774
179,56.10433669798781,18.27452394153265,362.19945560152496,32.30741025923907
180,79.39325249043846,30.22987576321352,378.48249913212265,35.423454155469344
181,67.00677860107692,22.071185641682135,335.87699486334,32.69937598559688
182,39.9285270173637,2.9973116175520453,404.2183156438182,48.069608727526386
183,78.47531370229757,34.065797555031395,316.82234853836735,32.63038917943669
184,41.99905251142878,42.813426437373124,434.0674687189496,10.754626924534465
185,0.6924847514322097,79.32843509835058,246.1311952149412,57.370621099182
186,40.75238952406327,80.26162783662201,455.1107191805939,31.643078529701736
187,11.5833608640296,57.41312187073907,405.3651422998778,39.12534393936752
188,14.752369658253539,23.19915496305588,400.0969027616008,44.279574742794196
189,14.181222799663562,74.67689513867535,442.01193784932394,43.49636713350347
190,29.92482461360966,7.220947140512934,471.6822002109592,47.255264578130564
191,33.01543624873452,76.40228403298306,494.15265222022515,31.393566346930285
192,58.06326793811548,30.699301020459558,475.97791491568034,20.917295975834797
193,93.40653397107221,98.40394517458347,286.02016864775567,65.01591420449249
194,58.77064132057242,28.102456845135826,329.3610398966306,23.588695288066933
195,84.35098072007378,30.42540871407874,334.68271563962685,39.53674873382668
196,97.85666018369754,87.44622492149867,351.1952701015285,60.765777250104925
197,52.68407098826384,26.271573189578568,389.57220957617244,23.879750333024134
198,10.238840309870778,89.70538614435745,617.2852322732978,56.19134727675151
199,4.890339582455006,2.120592467305016,380.7801211073748,65.78236183558717
200,84.3004392644529,97.66038772562862,317.4402195728005,58.71995139551526
