store_id,x_km,y_km,monthly_sales_k,distance_to_center_km
83,32.943629754149526,46.36013215727376,384.5557240806745,17.44042441788748
84,52.141691698750684,40.19515388986201,377.1429284393021,10.036027629295647
85,43.49647123751739,39.77649940544305,354.86267496040216,12.116759086956584
86,46.67714191856252,51.38070334177696,427.96464750141234,3.598295088978728
87,45.10322560752154,62.63273005128348,481.8767891250174,13.548589151621417
88,48.873672908668915,51.279932908587504,486.23470456126705,1.7049460305685957
89,58.52784184630115,49.05089339112094,426.7474927230475,8.580494735768033
90,51.25638853956276,52.286609116820344,405.9995798278244,2.6090407078983167
91,35.4480139336546,82.32722033884811,321.67920083996114,35.45150875931158
92,26.75506001091085,64.38885825808349,435.02449528931345,27.33800426270311
93,21.712582153330104,75.24505194075535,353.1553151672299,37.914253994026225
94,33.850309680479114,71.12664453333137,458.7664362461179,26.592247115544165
95,28.43005150769291,72.37861524510431,477.71540966933475,31.08158776911495
96,37.286047935967936,83.02206260243683,411.6373637391175,35.38504197546984
97,26.46587549777525,79.3049234960314,459.79114839851184,37.585017722417916
98,15.204247746235998,85.69918485954194,387.5488213565526,49.85154134569032
99,14.05472640603468,73.76395456600079,390.54581595291427,43.090465654944715
100,38.20742345785,69.43245910663438,372.26249815052324,22.730713328742766
101,38.78932576626637,73.209129464956,415.9159446963631,25.774850286587274
102,23.563846293739196,76.93997433016978,397.3413340148191,37.74430340715342
103,21.9345014309121,76.41258686762968,417.77277761661173,38.53955052892494
104,36.69155433793762,66.32489542213307,418.78712942451415,21.06221584932716
105,16.143634543652098,75.72391825302299,402.1912577406463,42.52027107394774
106,17.84218384835339,76.82582664111123,349.6302223703009,41.87779978248687
107,30.146614357512355,95.13979230027137,356.5811949830635,49.312856035530665
108,21.843159017123284,90.01475689025337,411.05065778313246,48.92840139551961
109,24.95902506623943,68.17405319552944,330.82832697004716,30.941018651414158
110,23.6924568118039,72.70093310760659,316.14751161904894,34.74793796119177
111,27.700596390391468,63.292463985303975,386.70099566579546,25.96060477232426
112,36.259854890509736,70.27434388829211,311.137119018935,24.491643630646283
113,25.724679255213964,77.52484002872272,380.05576204150765,36.70024544698599
114,30.151510346214863,84.64682896710588,454.18181128121677,39.9295041167844
115,8.59862319175182,69.16732929805113,369.3179974230552,45.6230261385463
116,24.610252784559055,69.76682847945763,421.08976277769176,32.17711565383524
117,18.254157837657033,57.82168776209076,460.05389072776825,32.69521821373934
118,15.249495516610976,73.69867263564073,431.23447909063214,42.06215218627439
119,17.974781064569996,66.50068470512349,432.7126975571447,36.02620218119196
120,22.327012474393502,70.76448458107141,460.92213727719746,34.59708164729975
121,67.9851137746593,69.22753573165723,409.71213625473194,26.32797842219556
122,74.24589956597954,77.53195409338646,236.44620197401002,36.68613010340429
123,60.93817286914695,74.22170721269208,381.61839904425307,26.57695855459616
124,63.263638036872074,91.74534647144476,309.38615662162397,43.80180414085846
125,92.03397689622639,87.58683921980194,295.31013645418074,56.38816982530764
126,64.70061934980775,78.08677242045201,345.60418624719534,31.701340575221824
127,66.22571537236288,68.89554232244186,442.4430025008206,24.90613095211949
128,89.69530822657052,66.10070822413266,440.32912599867876,42.83631987602448
129,98.24053735392326,84.52914362471093,266.7388626934874,59.32462560902665
130,65.62746696939726,77.1019938011771,376.8793045115241,31.284753345338117
131,72.05400834569575,78.8411472271329,259.458744860033,36.30690096234011
132,77.73244440752407,61.04331210420646,414.5823435344192,29.85034698370064
133,88.82958115524474,82.41950785246544,343.00394940016514,50.584195773856145
134,67.1051433725741,78.6353627057149,281.7087687841963,33.35520839515417
135,73.03777723246313,66.11655452468418,452.80676538805636,28.115520794744572
136,81.21870060849395,71.2278015404004,332.54533849146986,37.752176439530025
137,78.47812859573295,77.10973763485215,285.6887634210175,39.31846491084847
138,71.99075143015921,75.41973438684995,251.3759423636007,33.61184381674191
139,73.92941628387167,72.66263051357156,284.95713999008456,32.95772724994075
140,64.00083353304015,74.17209385547231,388.3533375710942,27.934091375551557
141,73.09461004820268,72.98418097434492,319.6837951722167,32.58271916737434
142,72.86890007992835,76.22050009681975,303.7707421432758,34.792257992160714
143,76.85735911701005,86.77193578394525,377.8700623129312,45.53562341770052
144,70.55738224944787,54.46673247254962,490.89505046698133,21.03705454504607
145,78.77230818036111,73.10519788392253,300.5859831967182,36.9011637659423
146,83.10172654255862,76.41209937097958,298.8828781176908,42.347648025372436
147,76.24343462134773,77.3679519174968,323.93722109396646,37.9173133658408
148,77.81405126719363,72.02468334942968,320.3072268425332,35.47827679773527
149,75.42524278062294,60.94622574017134,446.69566479306377,27.681452787171565
150,75.00067514473132,77.62396386971288,313.5631372637605,37.257444055753325
